no,gu,biz_type,project,jibun,stage_now,slug,cafe_id,bsns_pk,안전진단,안전진단_approx,정비구역지정,정비구역지정_approx,추진위,추진위_approx,조합설립,조합설립_approx,사업시행인가,사업시행인가_approx,관리처분,관리처분_approx,착공,착공_approx,준공,준공_approx
1004,강서구,재건축,방화5재정비촉진구역 재건축정비사업조합,공항동 18,관리처분인가,banghwa5recons,500900000668p16,11500-900000668,,,,,,20180426,,20190717,,20220420,,20240911,,,,
1003,강서구,지역주택,(가칭)방화지역주택조합,공항동 21,조합원 모집신고,banghwa,500900000850k89,11500-900000850,,,,,,,,,,,,,,,,
1002,강서구,지역주택,송정역지역주택조합,공항동 61-42,,songjeongyeok,500900000848j19,11500-900000848,,,,,,,,,,,,,,,,
1001,강서구,재건축,칠성연립 주택재건축정비사업 조합,내발산동 714-4,이전고시,j8x94HV2,,,,,,,,,,,,,,,,,,
1000,강서구,재건축,경남1차주택재건축정비사업조합,내발산동 716-20,조합설립인가,gyongnam,,,,,,,,,,,,,,,,,,
999,강서구,지역주택,(가칭)등촌동지역주택조합,등촌동 365,지구단위계획수립/건축심의/교통심의,deungchondong,500900000853K53,11500-900000853,,,,,,,,,,,,,,,,
998,강서구,재건축,등촌1구역주택재건축정비사업조합,등촌동 366-24,착공,b938y0z8,500100002003H01,11500-100002003,,,,,,20060803,,20091126,,20130109,,20180502,,,,
997,강서구,가로주택정비,등촌2동 모아타운 제1-1구역 가로주택정비사업조합,등촌동 515-8,조합설립인가,moa1-1,500900001372z61,11500-900001372,,,,,,,,20251001,,,,,,,,
996,강서구,가로주택정비,등촌2동 모아타운 제1-3구역 가로주택정비사업조합,등촌동 515-44,조합설립인가,moa1-3,500900001301P17,11500-900001301,,,,,,,,20250424,,,,,,,,
995,강서구,소규모재개발,등촌649 소규모재개발정비사업조합,등촌동 649,조합설립인가,deungchondong649,500900001480R14,11500-900001480,,,,,,,,20250523,,,,,,,,
994,강서구,재건축,태원연립주택재건축정비사업조합,등촌동 651,이전고시,Y2lf3ybg,,,,,,,,,,,,,,,,,,
993,강서구,가로주택정비,동성가로주택정비사업조합,등촌동 654-43,조합설립인가,dongsunggaro,500900001549x50,11500-900001549,,,,,,,,,,,,,,,,
992,강서구,재건축,신안빌라주택재건축정비사업조합설립추진위원회,마곡동 327-53,정비구역지정,magoksinan,500900001074A26,11500-900001074,,,,,,,,,,,,,,,,
991,강서구,재건축,신안빌라주택재건축정비사업,마곡동 327-53,사업시행인가,shinan,500100002001b01,11500-100002001,,,,,,20071220,,20140821,,20180801,,,,,,
990,강서구,재건축,긴등마을주택재건축정비사업조합,마곡동 725-1,준공인가,F9613aZn,500100002011Y02,11500-100002011,,,,,,20051103,,20070801,,20071026,,20080123,,,20151218,
989,강서구,재건축,무궁화연립주택재건축정비사업조합,방화동 191-3,이전고시,mugunghwa,,,,,,,,,,,,,,,,,,
988,강서구,가로주택정비,방화동 247-71번지 일대 가로주택정비사업조합,방화동 247-71,조합설립인가,banghwadong247-71,500900000916p45,11500-900000916,,,,,,,,,,,,,,,,
987,강서구,가로주택정비,방화동 286-1 한미아파트 가로주택정비사업조합,방화동 286-1,조합해산,banghwadonghanmi,500900000890q16,11500-900000890,,,,,,,,,,,,,,,,
986,강서구,가로주택정비,서울빌라 가로주택정비사업조합,방화동 584-1,사업시행인가,seoul-villa,500900001021U15,11500-900001021,,,,,,,,20210521,,20240308,,,,,,
985,강서구,가로주택정비,서울빌라 가로주택정비사업조합,방화동 584-1,조합설립인가,seoulvilla,,,,,,,,,,,,,,,,,,
984,강서구,재개발(주택정비형),방화2재정비촉진구역 재개발정비사업,방화동 589-13,조합설립인가,bangwha2,500900001004b67,11500-900001004,,,,,,,,,,,,,,,,
983,강서구,가로주택정비,방화동 598-146번지 일대 가로주택정비사업조합,방화동 598-146,조합설립인가,banghwadong598-146,500900001097n32,11500-900001097,,,,,,,,,,,,,,,,
982,강서구,재건축,방화3재정비촉진구역 재건축정비사업조합,방화동 615-103,관리처분인가,banghwa3,500900000538q24,11500-900000538,,,,,,20140529,,20190808,,20240807,,20260520,,,,
981,강서구,재건축,방화6재정비촉진구역 주택재건축정비사업조합,방화동 608-97,분양,banghwa6,500900000103o05,11500-900000103,,,,,,20100907,,20170403,,20181105,,20210804,,,,
980,강서구,재건축,염창동 우성1차·2차·삼천리아파트 통합재건축정비사업,염창동 70-11,추진위원회승인,ws260303,500900001459o17,11500-900001459,,,,,,20260213,,,,,,,,,,
979,강서구,재건축,웅지 ·오성 ·염창주택재건축정비사업조합,염창동 242-4,이전고시,SaEr2tuN,,,,,,,,,,,,,,,,,,
978,강서구,재건축,동아연립주택재건축정비사업조합,염창동 244-18,이전고시,dongaa,,,,,,,,,,,,,,,,,,
977,강서구,가로주택정비,양지빌라 가로주택정비사업조합,염창동 253-1,조합설립인가,yangjibilla,500900000925f52,11500-900000925,,,,,,,,20220530,,,,,,,,
976,강서구,리모델링,염창무학아파트 리모델링주택조합,염창동 255,도시계획심의,yeomchangmuhak,500900000914w79,11500-900000914,,,,,,,,,,,,,,,,
975,강서구,재개발(도시정비형),등촌역세권 장기전세주택 도시정비형 재개발사업,염창동 272-21,추진위원회승인,Deungchon,500900001543h77,11500-900001543,,,,,,,,,,,,,,,,
974,강서구,소규모재건축,우성주택 소규모재건축정비사업조합,염창동 276-1,조합설립인가,yc2761,500900001506M48,11500-900001506,,,,,,,,,,,,,,,,
973,강서구,재건축,덕수연립주택재건축정비사업조합,염창동 283,조합해산,duksoo,500100002009V47,11500-100002009,,,,,,20070813,,20091221,,,,,,,,
972,강서구,가로주택정비,대근연립가로주택정비사업조합,화곡동 73-105,조합설립인가,daegeun01,500900001526N51,11500-900001526,,,,,,,,,,,,,,,,
971,강서구,가로주택정비,화곡1동 354 일대 모아타운 A2-4구역 가로주택정비사업조합,화곡동 354-79,조합설립인가,hwagok2-4,500900001411b77,11500-900001411,,,,,,,,20251218,,,,,,,,
970,강서구,소규모재건축,보성연립 소규모재건축사업조합,화곡동 359-124,조합설립인가,boseongyeonrib,500900000994h08,11500-900000994,,,,,,,,20221206,,,,,,,,
969,강서구,지역주택,(가칭)화곡1지역주택조합,화곡동 424-63,조합원 모집신고,Hwagok1,500900000852t61,11500-900000852,,,,,,,,,,,,,,,,
968,강서구,재건축,젤라연립 주택재건축정비사업 조합,화곡동 812-26,이전고시,sz0E9Fr8,,,,,,,,,,,,,,,,,,
967,강서구,가로주택정비,화곡6동 957-1 일대 모아타운 A1구역 가로주택정비사업조합,화곡동 956-37,조합설립인가,hwagok_a1,500900001498p41,11500-900001498,,,,,,,,20260526,,,,,,,,
966,강서구,재건축,유풍연립주택재건축정비사업조합설립추진위원회,화곡동 1040-24,추진위원회승인,XQq5uTwf,,,,,,,,,,,,,,,,,,
965,강서구,가로주택정비,화곡동 1130-7번지 일대 가로주택정비사업조합,화곡동 1130-7,조합설립인가,biwonhyundai,500900001201W11,11500-900001201,,,,,,,,20240508,,,,,,,,
964,강서구,지역주택,(가칭)화곡6동지역주택조합,화곡동 1133-7,,hwagok6dong,500900000851W38,11500-900000851,,,,,,,,,,,,,,,,
963,강서구,가로주택정비,화곡1동 354 일대 모아타운 A2-2구역 가로주택정비사업조합,화곡동 362-29,조합설립인가,hwagok2-2,500900001447U62,11500-900001447,,,,,,,,20260225,,,,,,,,
962,관악구,재건축,경성연립 주택재건축정비사업 조합,남현동 1079-13,준공인가,JMxhi3pA,,,,,,,,,,,,,,,,,,
961,관악구,지역주택,(가칭)청림동지역주택조합,봉천동 14-120,,cheonglimdong,620900000909d76,11620-900000909,,,,,,,,,,,,,,,,
960,관악구,지역주택,행운스타리움지역주택조합,봉천동 26,조합원 모집신고,heangun1110,620900001263c32,11620-900001263,,,,,,,,,,,,,,,,
959,관악구,가로주택정비,성현동 1021일대 모아타운 2구역 가로주택정비사업,봉천동 41-47,조합설립인가,tjdgus10212,620900001528m34,11620-900001528,,,,,,,,,,,,,,,,
958,관악구,가로주택정비,성현동 1021일대 모아타운 4구역 가로주택정비사업,봉천동 41-695,조합설립인가,tjdgus10214,620900001530i48,11620-900001530,,,,,,,,,,,,,,,,
957,관악구,가로주택정비,성현동 1021일대 모아타운 3구역 가로주택정비사업,봉천동 41-816,조합설립인가,tjdgus10213,620900001529b81,11620-900001529,,,,,,,,,,,,,,,,
956,관악구,재건축,봉천6-1구역 주택재건축정비사업 조합설립추진위원회,봉천동 63-89,추진위원회승인,evWMh9k7,,,,,,,,,,,,,,,,,,
955,관악구,재개발(주택정비형),봉천제4-1-2구역 주택재개발정비사업 조합,봉천동 산 101,분양,kabc412,620100003009S17,11620-100003009,,,,,,20070724,,20100729,,20171026,,20190730,20211201,,,
954,관악구,재개발(주택정비형),봉천4-1-3구역 주택재개발정비사업조합,봉천동 480,관리처분인가,bongchun3,620100003010O61,11620-100003010,,,,,,20080715,,20140515,,20240530,,20260626,,,,
953,관악구,지역주택,(가칭)봉천동 지역주택조합 추진위원회,봉천동 690,조합원 모집신고,bongcheon11,620900000912B63,11620-900000912,,,,,,,,,,,,,,,,
952,관악구,재건축,봉천1-1구역 재건축정비사업 조합,봉천동 728-57,사업시행인가,sYHG6x74,620100003000u68,11620-100003000,,,,,,20071217,,20191113,,20250515,,,,,,
951,관악구,재개발(주택정비형),봉천제14구역 재개발정비사업조합,봉천동 1,사업시행인가,NK7SMhYF,620900000021v79,11620-900000021,,,,,,20090909,,20200929,,20250530,,,,,,
950,관악구,가로주택정비,성현동 1021일대 모아타운 1구역 가로주택정비사업,봉천동 1021,조합설립인가,tjdgus1021,620900001527K42,11620-900001527,,,,,,,,,,,,,,,,
949,관악구,가로주택정비,봉천동 1535번지 일원 가로주택정비사업,봉천동 1535-37,조합설립인가,bongchun1535,620900000992k85,11620-900000992,,,,,,,,20220630,,,,,,,,
948,관악구,재개발(주택정비형),봉천제12-2구역 주택재개발정비사업조합,봉천동 1553-1,조합청산,pJ01yST9,620100003007V50,11620-100003007,,,,,,20060407,,20080201,,,,,20161021,,,
947,관악구,재건축,삼우주택재건축정비사업조합,봉천동 1598-10,준공인가,L1u1UY91,,,,,,,,,,,,,,,,,,
946,관악구,재개발(주택정비형),봉천13구역 주택정비형 공공재개발사업(LH),봉천동 922-1,조합설립인가,x78I9xGE,620100001000D16,11620-100001000,,,,,,20060330,,,,,,,,,,
945,관악구,재개발(주택정비형),신림9구역 재개발정비사업,신림동 119-1,정비계획 수립,sinlim9,620900001398b92,11620-900001398,,,,,,,,,,,,,,,,
944,관악구,재개발(주택정비형),(가칭)신림4재정비촉진구역 재개발정비사업,신림동 306,정비계획 수립,silim4,620900001477l10,11620-900001477,,,,,,,,,,,,,,,,
943,관악구,재개발(주택정비형),신림3재정비촉진구역 주택재개발정비사업조합,신림동 316-55,이전고시,sinlim3,620100004000m77,11620-100004000,,,,,,20080527,,20081118,,20170928,,20200610,20221103,,20250430,
942,관악구,재개발(주택정비형),신림2재정비촉진구역 재개발정비사업조합,신림동 324-25,철거,silim2,620100004002L96,11620-100004002,,,,,,20080424,,20080827,,20180920,,20210429,,,,
941,관악구,재개발(주택정비형),신림5구역 재개발정비사업,신림동 412,조합설립인가,sillim5,620900001262s92,11620-900001262,,,,,,,,,,,,,,,,
940,관악구,재개발(주택정비형),신림6구역 주택재개발사업,신림동 419,정비구역지정,tlsfla6,620900001500j26,11620-900001500,,,,,,,,,,,,,,,,
939,관악구,지역주택,(가칭)신대방역2단지 지역주택조합 추진위원회,신림동 475-83,조합원 모집신고,newdbu2,620900001117V67,11620-900001117,,,,,,,,,,,,,,,,
938,관악구,재개발(주택정비형),신림10구역 재개발정비사업,신림동 610-200,추진위원회승인,sillim10,620900001454n41,11620-900001454,,,,,,20260716,,,,,,,,,,
937,관악구,재개발(주택정비형),신림8구역 재개발정비사업,신림동 650,추진위원회승인,sillim650,620900001318q44,11620-900001318,,,,,,20260210,,,,,,,,,,
936,관악구,가로주택정비,신림동 655-78번지 일원 가로주택정비사업,신림동 655-78,조합설립인가,shinlim655,620900001085p85,11620-900001085,,,,,,,,20230222,,,,,,,,
935,관악구,재개발(주택정비형),신림7구역 재개발정비사업,신림동 675,정비구역지정,srseven,620900001081x50,11620-900001081,,,,,,,,,,,,,,,,
934,관악구,가로주택정비,관악난곡 A2 공공시행 가로주택정비사업,신림동 687-2,조합설립인가,nangoka2,620900001519t19,11620-900001519,,,,,,,,20260406,,,,,,,,
933,관악구,재건축,"뉴서울아파트, 개나리,열망연립 재건축정비사업",신림동 739,사업시행인가,newgaeyuldong,620900000758m74,11620-900000758,,,,,,,,,,20230705,,,,,,
932,관악구,재건축,미성동 건영아파트 재건축정비사업 조합,신림동 746-43,조합설립인가,gy20181108,620900000717P48,11620-900000717,,,,,,20200408,,20201230,,,,,,,,
931,관악구,재개발(주택정비형),신림1재정비촉진구역 재개발정비사업조합,신림동 808,사업시행인가,slone1,620900000626k50,11620-900000626,,,,,,20240625,,20191121,,20250311,,,,,,
930,관악구,지역주택,(가칭)당곡역 지역주택조합,신림동 1448-1,조합원 모집신고,danggok,620900000919p88,11620-900000919,,,,,,,,,,,,,,,,
929,관악구,지역주택,(가칭)신림지역주택조합 추진위원회,신림동 1480-1,조합원 모집신고,sinlimlocal,620900000903r48,11620-900000903,,,,,,,,,,,,,,,,
928,관악구,재건축,강남아파트 재건축정비사업 조합,신림동 1644,이전고시,cxD5SseR,620100003012v61,11620-100003012,,,,,,,,19950518,,20061201,,20080205,20190625,,20220829,
927,관악구,재건축,미성아파트 재건축정비사업 조합,신림동 1656,사업시행인가,tlsflaaltjd,620900000137F59,11620-900000137,,,,,,20080516,,20201027,,20250227,,,,,,
926,광진구,재건축,워커힐아파트1단지 재건축정비사업 조합설립추진위원회,광장동 145-8,추진위원회승인,walkerhill1,215900001363i54,11215-900001363,,,,,,20250910,,,,,,,,,,
925,광진구,재건축,광장극동아파트 재건축사업 (신속통합기획),광장동 218-1,정비구역지정,kukdong-reborn,215900001400T82,11215-900001400,20230323,,,,,,,,,,,,,,,
924,광진구,지역주택,(가칭)한강광장 지역주택조합 추진위원회,광장동 332-9,조합원 모집신고,gjcnd20,215900000930N46,11215-900000930,,,,,,,,,,,,,,,,
923,광진구,소규모재건축,광장동 삼성1차아파트 소규모재건축정비사업,광장동 561,조합설립인가,j15171517,215900000929v34,11215-900000929,,,,,,,,20220218,,,,,,,,
922,광진구,가로주택정비,한양연립 일대 가로주택정비사업,구의동 592-39,사업시행인가,hanyanggaro,215900001126x73,11215-900001126,,,,,,,,,,20221216,,,,,,
921,광진구,재개발(주택정비형),자양4동 A구역 주택재개발사업,자양동 57-90,정비계획 수립,Jayangdong,215900001184O96,11215-900001184,,,,,,,,,,,,,,,,
920,광진구,재개발(주택정비형),자양3동 A구역 재개발사업,자양동 227-147,조합설립인가,jayang3,215900001374k96,11215-900001374,,,,,,,,,,,,,,,,
919,광진구,재건축,자양1주택재건축정비사업조합,자양동 236,준공인가,jayang1,215100002003Y09,11215-100002003,,,,,,20090514,,20110727,,20120920,,20171018,20200401,,20230629,
