no,gu,biz_type,project,jibun,stage_now,slug,cafe_id,bsns_pk,안전진단,안전진단_approx,정비구역지정,정비구역지정_approx,추진위,추진위_approx,조합설립,조합설립_approx,사업시행인가,사업시행인가_approx,관리처분,관리처분_approx,착공,착공_approx,준공,준공_approx
88,종로구,재개발(도시정비형),사직제2구역 도시환경정비사업 조합,사직동 311-10,사업시행인가,VZNIqw7k,110900000012M49,11110-900000012,,,,,,20031122,,20100719,,20120921,,,,,,
87,종로구,가로주택정비,숭인동 61번지 일대 가로주택정비사업,숭인동 61-103,조합설립인가,sungin61,110900000877d66,11110-900000877,,,,,,,,20211213,,,,,,,,
86,종로구,재개발(도시정비형),숭인동725번지 일원 역세권 장기전세주택 도시정비형 재개발정비사업,숭인동 725,정비계획 수립,sungindong725,110900001415W40,11110-900001415,,,,,,,,,,,,,,,,
85,종로구,재개발(도시정비형),신문로 2-12구역 공공재개발 정비사업,신문로1가 158,추진위원회승인,sinmunro212,110900000887F63,11110-900000887,,,,,,,,,,,,,,,,
84,종로구,재개발(주택정비형),신영제1구역 주택재개발정비사업조합,신영동 158-2,철거,sy1apt,110100002000z26,11110-100002000,,,,,,,,20030708,,20181019,,20220226,,,,
83,종로구,재개발(주택정비형),창신동 23일대 주택정비형 재개발구역,창신동 23-2,정비구역지정,changsin,110900001275B55,11110-900001275,,,,,,,,,,,,,,,,
82,종로구,재개발(도시정비형),창신 1-6구역 도시정비형 재개발사업,창신동 459-12,조합설립인가,changshin16r,110900000975J81,11110-900000975,,,,,,,,,,,,,,,,
81,종로구,재개발(주택정비형),창신동629번지 일대 주택정비형 재개발정비사업,창신동 629,정비계획 수립,changsin629,110900001438Z79,11110-900001438,,,,,,,,,,,,,,,,
80,종로구,재개발(도시정비형),창신4구역 도시환경정비사업 조합설립추진위원회,창신동 330-1,추진위원회승인,changsin4,110100008013F29,11110-100008013,,,,,,20170704,,,,,,,,,,
79,종로구,재건축,금강하이츠빌라 주택재건축사업,평창동 64-3,안전진단,geumgang,110900001314i69,11110-900001314,,,,,,,,,,,,,,,,
78,중구,재개발(주택정비형),만리제2주택재개발정비사업조합,만리동2가 176-1,조합해산,mrdapt2,140100002004V04,11140-100002004,,,,,,20041116,,20080516,,,,20120704,20140630,,20170807,
77,중구,재개발(주택정비형),신당제11주택재개발정비사업조합,신당동 85,조합해산,uwomjTG5,140100002003r22,11140-100002003,,,,,,20060719,,20080326,,20120803,,20150831,20161219,,20190531,
76,중구,재개발(주택정비형),신당10구역주택재개발정비사업조합,신당동 236-100,조합설립인가,shindang10,140900000749O48,11140-900000749,,,,,,,,20231227,,,,,,,,
75,중구,리모델링,남산타운아파트 리모델링사업,신당동 844,,namtaremodel,140900001485u65,11140-900001485,,,,,,,,,,,,,,,,
74,중구,재개발(주택정비형),신당제8구역 재개발정비사업조합,신당동 321-1,관리처분인가,sindang8,140100002005u31,11140-100002005,,,,20100318,,20041230,,20161212,,20181127,,20240531,,,,
73,중구,재개발(주택정비형),신당제9구역 주택재개발정비사업조합,신당동 432-1008,조합설립인가,AEoJ5Hpm,140100002006N65,11140-100002006,,,,,,20050124,,20180420,,,,,,,,
72,중구,재개발(도시정비형),세운재정비촉진지구 6-1-3구역 도시정비형재개발사업,인현동1가 31,추진위원회승인,seun613,140900001413T32,11140-900001413,,,,,,20251001,,,,,,,,,,
71,중구,재개발(도시정비형),마포로5-10구역도시환경정비사업조합설립추진위원회,중림동 186-1,추진위원회승인,z66iHclc,,,,,,,,,,,,,,,,,,
70,중구,재개발(주택정비형),중림동 398번지 일대 재개발정비사업조합,중림동 398,조합설립인가,joongnim398,140900000981n02,11140-900000981,,,,20201215,,,,20241219,,,,,,,,
69,중구,지역주택,(가칭)황학동1010일대 지역주택조합,황학동 1010,조합원 모집신고,hwanghak1010,140900000846r20,11140-900000846,,,,,,,,,,,,,,,,
68,중구,지역주택,황학동 청계 지역주택조합,황학동 2085,철거 및 착공,hwanghak-chunggye,140900000845e44,11140-900000845,,,,,,,,,,,,,,,,
67,중랑구,재건축,망우1구역 공공재건축정비사업조합,망우동 178-1,조합설립인가,paX41R06,260100003038f25,11260-100003038,,,,,,20090924,,20120529,,,,,,,,
66,중랑구,재개발(주택정비형),상봉13구역 재개발정비사업 조합설립추진위원회,망우동 461,추진위원회승인,sangbong13,260900001183K17,11260-900001183,,,,,,20251028,,,,,,,,,,
65,중랑구,가로주택정비,망우동 509의1 가로주택정비사업,망우동 509-1,조합설립인가,mangu509,260900001288k93,11260-900001288,,,,,,,,20241212,,,,,,,,
64,중랑구,가로주택정비,면목동 1-1번지 일원 가로주택정비사업,면목동 1-1,조합설립인가,goldpc0723,260900001414j79,11260-900001414,,,,,,,,20251222,,,,,,,,
63,중랑구,가로주택정비,면목동 1-4번지 일원 가로주택정비사업,면목동 1-4,조합설립인가,myeonmok,260900001283J69,11260-900001283,,,,,,,,,,,,,,,,
62,중랑구,가로주택정비,면목동 10-2번지 가로주택정비사업 조합,면목동 10-2,조합설립인가,m10-2garo,260900000910w46,11260-900000910,,,,,,,,20210308,,,,,,,,
61,중랑구,가로주택정비,면목역 6의1구역 가로주택정비사업,면목동 63-28,조합설립인가,myeonmok6-1,260900001177I74,11260-900001177,,,,,,,,20240827,,,,,,,,
60,중랑구,가로주택정비,면목역6의3구역 가로주택정비사업,면목동 66-28,조합설립인가,myeonmok6moa,260900001418b49,11260-900001418,,,,,,,,,,,,,,,,
59,중랑구,재개발(주택정비형),면목7구역 주택정비형 재개발사업,면목동 69-14,조합설립인가,myeonmok7,260900001189v94,11260-900001189,,,,,,20240412,,20240911,,,,,,,,
58,중랑구,재개발(주택정비형),(임시)면목동69-14일대 주택재개발사업,면목동 69-14,정비계획 수립,myeonmok69-14,260900001003C12,11260-900001003,,,,,,,,,,,,,,,,
57,중랑구,가로주택정비,면목역6구역 가로주택정비사업,면목동 86-19,조합설립인가,myeonmok1-6,260900000932H68,11260-900000932,,,,,,,,20220228,,,,,,,,
56,중랑구,가로주택정비,면목역4구역 가로주택정비사업,면목동 99-41,조합설립인가,myeonmok1-4,260900000986p53,11260-900000986,,,,,,,,20220627,,,,,,,,
55,중랑구,가로주택정비,면목역5구역 가로주택정비사업,면목동 100-38,조합해산,myeonmok1-5,260900000987n15,11260-900000987,,,,,,,,,,,,,,,,
54,중랑구,가로주택정비,면목본동2구역 가로주택정비사업,면목동 106-5,조합설립인가,myeonmokbon2,260900001267B13,11260-900001267,,,,,,,,20230711,,,,,,,,
53,중랑구,가로주택정비,면목본동3구역 가로주택정비사업,면목동 107-33,조합설립인가,myeonmokbon3,260900001271F22,11260-900001271,,,,,,,,20240603,,,,,,,,
52,중랑구,가로주택정비,면목본동5구역 가로주택정비사업,면목동 109-2,조합설립인가,myeonmokbon5,260900001192U68,11260-900001192,,,,,,,,20230711,,,,,,,,
51,중랑구,가로주택정비,면목역 6의4구역 가로주택정비사업,면목동 110-13,조합설립인가,myeonmok6-4,260900001435g57,11260-900001435,,,,,,,,20251030,,,,,,,,
50,중랑구,가로주택정비,면목역 6의 5구역 가로주택정비사업,면목동 113-1,조합설립인가,myeonmok6-5,260900001436K93,11260-900001436,,,,,,,,20251030,,,,,,,,
49,중랑구,가로주택정비,면목역2의5구역,면목동 127-26,조합설립인가,myunmok2-5,260900001509C18,11260-900001509,,,,,,,,,,,,,,,,
48,중랑구,재건축,한림연립주택재건축조합,면목동 134-40,이전고시,hanrim,,,,,,,,,,,,,,,,,,
47,중랑구,가로주택정비,면목역2의1구역 가로주택정비사업,면목동 139-52,조합설립인가,myeonmok2-1,260900001221s83,11260-900001221,,,,,,,,20240516,,,,,,,,
46,중랑구,가로주택정비,면목역2의3구역 가로주택정비사업조합,면목동 141-35,조합설립인가,myeonmok2-3,260900001346u11,11260-900001346,,,,,,,,20250709,,,,,,,,
45,중랑구,가로주택정비,면목역 3의1구역 가로주택정비사업조합,면목동 152-1,조합설립인가,myunkmok3-1,260900000969R96,11260-900000969,,,,,,,,20220907,,,,,,,,
44,중랑구,가로주택정비,면목역 3의2구역 가로주택정비사업조합,면목동 153-51,조합설립인가,myunmok3-2,260900000970t05,11260-900000970,,,,,,,,20220907,,,,,,,,
43,중랑구,가로주택정비,면목역 3의3구역 가로주택정비사업조합,면목동 154-31,조합설립인가,myunmok3-3,260900001122s89,11260-900001122,,,,,,,,20230502,,,,,,,,
42,중랑구,가로주택정비,면목역3의8구역 가로주택정비사업조합,면목동 156-1,조합설립인가,myunmok3-8,260900001347W41,11260-900001347,,,,,,,,20250707,,,,,,,,
41,중랑구,가로주택정비,면목역 3의7구역 가로주택정비사업,면목동 158-1,조합설립인가,myunmok3-7,260900001468k79,11260-900001468,,,,,,,,20251121,,,,,,,,
40,중랑구,재개발(주택정비형),(임시)면목동 172-1일대 민간재개발사업,면목동 172-1,정비계획 수립,myeonmok172,260900001279c66,11260-900001279,,,,,,,,,,,,,,,,
39,중랑구,재건축,면목동172-1번지일대 주택재건축정비사업 조합설립추진위원회,면목동 172-1,추진위원회승인,yINY470z,,,,,,,,,,,,,,,,,,
38,중랑구,재개발(주택정비형),면목8구역 민간재개발정비사업,면목동 172-1,추진위원회승인,myeonmok172-1,260900001402p56,11260-900001402,,,,,,20251205,,,,,,,,,,
37,중랑구,재개발(주택정비형),면목10구역 민간재개발정비사업,면목동 174-1,추진위원회승인,mnmk10,260900001496v51,11260-900001496,,,,,,20260420,,,,,,,,,,
36,중랑구,재개발(주택정비형),(임시)면목동 174-1 일대 민간재개발사업,면목동 174-1,정비계획 수립,myeonmokdong,260900001316T42,11260-900001316,,,,,,,,,,,,,,,,
35,중랑구,지역주택,(가칭)면목2동지역주택조합,면목동 192,조합창립총회,myeonmok2,260900000843L80,11260-900000843,,,,,,,,,,,,,,,,
34,중랑구,지역주택,(가칭)용마산역세권지역주택조합,면목동 371-134,조합창립총회,yongmasan,260900000842n30,11260-900000842,,,,,,,,,,,,,,,,
33,중랑구,재건축,면목1 주택재건축정비사업조합,면목동 520-19,조합청산,Wo7MD7NG,260100003000L69,11260-100003000,,,,,,20111120,,20080619,,20131017,,20150622,20170808,,20191127,
32,중랑구,재개발(주택정비형),면목9구역 주택정비형 공공재개발사업(LH),면목동 527,조합설립인가,myeonmok9,260900001439v17,11260-900001439,,,,,,,,20260108,,,,,,,,
31,중랑구,재개발(도시정비형),면목역세권 도시정비형 재개발사업,면목동 542-7,정비계획 수립,Myeonmok,260900001354g66,11260-900001354,,,,,,,,,,,,,,,,
30,중랑구,재개발(도시정비형),사가정역세권 도시정비형 재개발사업,면목동 572-1,추진위원회승인,sagajeong,260900001550r22,11260-900001550,,,,,,,,,,,,,,,,
29,중랑구,재개발(도시정비형),(임시) 사가정역세권 도시정비형 재개발사업,면목동 572-1,정비계획 수립,sagajung,260900001298r32,11260-900001298,,,,,,,,,,,,,,,,
28,중랑구,가로주택정비,면목역2구역 가로주택정비사업,면목동 1251-4,사업시행인가,myeonmok1-2,260900000931J78,11260-900000931,,,,,,,,20220329,,,,,,,,
27,중랑구,가로주택정비,면목역1구역 가로주택정비사업,면목동 1271,사업시행인가,myeonmok1-1,260900000985W59,11260-900000985,,,,,,,,20220818,,,,,,,,
26,중랑구,가로주택정비,면목동 194번지일대 가로주택정비사업,면목동 194-33,관리처분인가,meonmok194,260900000820q06,11260-900000820,,,,,,,,,,20250820,,,,,,
25,중랑구,재건축,묵1 주택재건축 정비사업조합,묵동 81-17,조합청산,mook1dong,260100003037T31,11260-100003037,,,,,,,,20080901,,20111117,,20130905,20141128,,20170525,
24,중랑구,소규모재건축,장미아파트 소규모재건축정비사업조합,묵동 188-1,조합설립인가,jangmiapt,260900001169Y50,11260-900001169,,,,,,,,20231214,,,,,,,,
23,중랑구,재개발(도시정비형),상봉10재정비촉진구역 도시정비형 재개발사업,상봉동 50-1,추진위원회승인,sangbong10,260900001162H31,11260-900001162,,,,,,20240105,,,,,,,,,,
22,중랑구,재개발(도시정비형),상봉7재정비촉진구역 도시환경정비사업조합,상봉동 88,사업시행인가,I1O1CEmx,260100003040s92,11260-100003040,,,,,,20090908,,20111201,,,,,,,,
21,중랑구,재개발(도시정비형),상봉6재정비촉진구역 도시환경정비사업 조합설립추진위원회,상봉동 107-1,추진위원회승인,sbong6,,,,,,,,,,,,,,,,,,
20,중랑구,가로주택정비,상봉역4구역 가로주택정비사업조합,상봉동 304-4,조합설립인가,sangbong4,260900001180x95,11260-900001180,,,,,,,,20231211,,,,,,,,
19,중랑구,재건축,신일빌라 소규모재건축정비사업조합,신내동 482-1,철거,sh8473,260900001111q08,11260-900001111,,,,,,,,20230313,,20231017,,,,,,
18,중랑구,가로주택정비,원당아파트 가로주택정비사업조합,신내동 613-52,조합설립인가,wondangapt,260900001339B72,11260-900001339,,,,,,,,,,,,,,,,
17,중랑구,가로주택정비,대명삼보연립 가로주택정비사업,중화동 1-1,관리처분인가,daemyungsambo,260900001282Y37,11260-900001282,,,,,,,,,,,,,,,,
16,중랑구,재개발(주택정비형),중화5구역 공공재개발정비사업,중화동 122,조합설립인가,junhwa5,260900001173M67,11260-900001173,,,,,,,,20240129,,,,,,,,
15,중랑구,재건축,중화동131-35번지일대 주택재건축정비사업 조합설립추진위원회,중화동 131-35,추진위원회승인,junghwa9,,,,,,,,,,,,,,,,,,
14,중랑구,재건축,중화우성타운 재건축정비사업,중화동 195-2,조합설립인가,junghwa_ws,260900001010L74,11260-900001010,,,,,,,,,,,,,,,,
13,중랑구,가로주택정비,상봉역5구역 가로주택정비사업,중화동 215-6,조합설립인가,sangbong5,260900001273E36,11260-900001273,,,,,,,,20241105,,,,,,,,
12,중랑구,가로주택정비,세광하니타운가로주택정비사업조합,중화동 296-44,착공,sekwang1,260900000682e02,11260-900000682,,,,,,,,20170925,,20230203,,,,,,
11,중랑구,가로주택정비,중화역3의5구역 가로주택정비사업,중화동 299-8,조합설립인가,junghwa3-5,260900001534L75,11260-900001534,,,,,,,,20260427,,,,,,,,
10,중랑구,가로주택정비,중화역3의3구역 가로주택정비사업,중화동 299-129,조합설립인가,junghwa33,260900001317L95,11260-900001317,,,,,,,,20250408,,,,,,,,
9,중랑구,가로주택정비,중화역2의4구역 가로주택정비사업,중화동 313-24,조합설립인가,junghwa,260900001357H19,11260-900001357,,,,,,,,,,,,,,,,
8,중랑구,가로주택정비,중화역2의6구역 가로주택정비사업,중화동 315-74,조합설립인가,junghwa2-6,260900001539h76,11260-900001539,,,,,,,,,,,,,,,,
7,중랑구,가로주택정비,중화역 2의5구역 가로주택정비사업,중화동 317-45,조합설립인가,joonghwa2-5,260900000908z96,11260-900000908,,,,,,,,20220117,,,,,,,,
6,중랑구,재건축,중화동324번지일대 주택재건축정비사업 조합설립추진위원회,중화동 324,추진위원회승인,j324apt,,,,,,,,,,,,,,,,,,
5,중랑구,가로주택정비,중화역 2의3구역 가로주택정비사업,중화동 327-49,조합설립인가,joonghwa2-3,260900001182g38,11260-900001182,,,,,,,,20231213,,,,,,,,
4,중랑구,가로주택정비,중화역 2의2구역 가로주택정비사업,중화동 329-30,조합설립인가,joonghwa2-2,260900000900X20,11260-900000900,,,,,,,,,,,,,,,,
3,중랑구,가로주택정비,중화역 2의1구역 가로주택정비사업,중화동 329-38,조합설립인가,joonghwa2-1,260900000899x95,11260-900000899,,,,,,,,20220117,,,,,,,,
2,중랑구,재개발(주택정비형),중화2재정비촉진구역 주택재개발정비사업,중화동 329-38,정비구역지정,wndghk2,,,,,,,,,,,,,,,,,,
